macro_id,macro,meso,micro,code,total_citations,cn_cits,us_cits,eu27_cits,row_cits,cn_share,us_share,eu27_share,row_share
3,Natural Science,Astrophysics & Quantumphysics,Computational Quantum Systems,341,143383.00000000006,12785.787303947054,49125.83631475448,41435.609250022935,40035.767131275585,0.0891722680090879,0.3426196711936175,0.28898550909119575,0.27922255170609883
3,Natural Science,Astrophysics & Quantumphysics,Experimental Particle & Nuclear Physics,342,56162.00000000004,3928.596927491785,15444.53155776304,22763.084629827234,14025.78688491798,0.06995115785569928,0.27499967162428385,0.4053111468577903,0.2497380236622266
3,Natural Science,Neuromorphic Hardware Accelerators,Neuromorphic Computing,350,126700.99999999996,51850.11571945357,19682.21373862118,16116.536879714673,39052.13366221053,0.40923209540140637,0.15534379159297232,0.12720133921369745,0.30822277379192387
3,Natural Science,Neuromorphic Hardware Accelerators,Circuit Architecture for Neural Systems,351,92871.99999999996,20679.09686595718,30299.538820307178,16937.707795151644,24955.656518583957,0.22266234027432585,0.3262505256730467,0.1823769036432041,0.2687102304094234
3,Natural Science,Construction & City Planning,Construction Technology,360,64213.000000000015,10218.312081889624,5400.9191449141,20580.292835794644,28013.475937401643,0.15913151670050646,0.08410943492616914,0.3205004101318213,0.43625863824150307
3,Natural Science,Construction & City Planning,Mobility & City Planning,361,128869.99999999997,22253.18925156122,21133.80946559327,34915.30998089417,50567.691301951316,0.17267936099605202,0.16399324486376404,0.27093435229994706,0.3923930418402369
4,Engineering,Cybersecurity & Privacy,Cybersecurity,400,462739.00000000006,94454.14758239007,71437.57246657943,68326.3754898375,228520.90446119307,0.20411970372583693,0.15437983931888044,0.14765640131875096,0.4938440556365317
4,Engineering,Cybersecurity & Privacy,Blockchain & Cryptography,401,273904.99999999994,69372.47979449427,36898.690368901924,41235.61403249454,126398.2158041092,0.25327204612728604,0.134713460392844,0.15054713872508552,0.46146735475478445
4,Engineering,Cybersecurity & Privacy,Hardware - Software Interaction,402,250830.00000000006,37681.074706347375,80375.30691900373,46351.336052952734,86422.28232169623,0.1502255499993915,0.3204373755890592,0.1847918353185533,0.34454523909299606
4,Engineering,IoT & Edge Computing,Wireless Communications,410,220971.00000000006,83070.80613977589,24083.945073684554,37523.825448284675,76292.42333825494,0.3759353315130758,0.10899142907297585,0.16981334857644065,0.34525989083750774
4,Engineering,IoT & Edge Computing,Edge Computing,411,312430.0000000003,124047.34858353667,32561.9136889489,47893.78572644219,107926.95200107252,0.3970404525286834,0.10422146941378506,0.153294452281926,0.3454436257756055
4,Engineering,IoT & Edge Computing,Cloud & Distributed Systems,412,55412.00000000001,10324.444404640031,9757.29457081182,11882.070813520417,23448.190211027737,0.186321453920451,0.17608630929783836,0.21443136529128015,0.42316087149043047
