code,cluster,total_citations,corpus_share,cn_cits,us_cits,eu27_cits,row_cits,cn_share,us_share,eu27_share,row_share
043,Probabilistic Modeling,225009.9999999998,0.011354051790845449,35709.716665117456,71911.87582798472,52330.95617836336,65057.451328534255,0.1587027983872605,0.31959413282958443,0.2325716909397956,0.28913137784335946
044,Unsupervised Learning,144624.0,0.007297757371668964,20209.308206036698,37693.09712053575,38351.37436655945,48370.2203068681,0.1397368915673519,0.26062822989639167,0.26517987586126407,0.3344550026749924
045,Graph Learning & Network Modeling,116183.00000000001,0.005862618546801467,52629.86289352232,27339.4930005435,9723.087268212474,26490.556837721728,0.4529910821163364,0.23531405627797095,0.08368769327881422,0.2280071683268785
100,Musculoskeletal Imaging,198995.00000000006,0.010041329434777533,33319.31372078352,35535.0788248247,52291.196273177746,77849.41118121409,0.16743794427389386,0.17857272205243693,0.2627764329414193,0.3912129007322499
101,Neuroimaging & Imaging Physics,184623.00000000015,0.00931611530057003,34624.51481091919,45903.39685141045,48489.570713730805,55605.5176239397,0.187541719129898,0.24863314349463725,0.2626410074244854,0.3011841299509793
102,Cancer Detection & Screening,261659.0000000001,0.013203368017158493,64111.812131174804,39385.99047173559,44553.94042451551,113607.25697257419,0.2450204737126366,0.15052411906999405,0.17027482496117272,0.43418058225619666
103,Disease Diagnostics,411678.00000000006,0.020773358220308773,97196.30503242098,63827.16913865908,54306.3018030567,196348.2240258633,0.23609788483334296,0.15504148664407394,0.13191451037717997,0.47694611814540316
110,Neuroscience,501729.9999999999,0.02531740102671388,67084.66746869084,137487.0826685574,139364.5119809701,157793.73788178153,0.13370670972174448,0.27402603525513214,0.27776794686578465,0.31449930815733873
111,Mental Health & Behaviorism,387155.9999999998,0.019535972957364395,39458.93935407352,88084.87319093107,117553.18424403915,142059.00321095609,0.10191999957142221,0.227517778856407,0.3036326035087644,0.36692961806340635
120,Cardiovascular Risk Modeling,167296.0000000001,0.008441791246616964,30421.29709888765,39862.68390907972,47408.589702437304,49603.42928959541,0.18184115040937998,0.2382763718742809,0.2833814897094807,0.2965009880068584
121,Treatment Response & Risk Prediction,346116.9999999999,0.017465136410346457,56506.491815146735,88691.97712987779,92092.89128290006,108825.63977207529,0.16325835429969274,0.25624854349794385,0.26607445252010187,0.3144186496822616
122,Epidemiological Forecasting & Policy,173747.0000000001,0.008767310059570805,24386.363667286736,45309.3809832947,30874.235277504955,73177.02007191369,0.14035559559178992,0.2607779183715096,0.17769650858722705,0.4211699774494734
123,Human-Centered Medical AI Systems,472361.9999999998,0.023835485587428738,25199.82878594645,123765.1806331858,105590.25657758427,217806.73400328332,0.053348552139982595,0.2620134147818534,0.22353672941003785,0.46110130366812613
124,Clinical Decision Support,178424.99999999997,0.009003362920677306,27659.064327111042,19860.76967275156,22151.38121387624,108753.78478626112,0.15501787488923102,0.11131158566765624,0.12414953741839005,0.6095210020247227
130,Molecular Biology,265507.0000000002,0.013397538904190957,35143.875769419625,73320.13464728589,56938.90432019071,100104.08526310395,0.1323651571123157,0.27615141840812424,0.2144534958407525,0.3770299286388076
131,Drug Discovery,304056.00000000006,0.015342729528986744,64567.60834426804,78712.27639921223,66061.2472462591,94714.86801026069,0.21235433059787678,0.2588742744731636,0.2172667115474093,0.31150468338155035
140,Infectious Disease & Immunology,272256.0,0.013738094859643665,65788.06118132455,61295.244839885985,55883.13043682875,89289.56354196073,0.24164044568833945,0.2251382700101595,0.20525950001773607,0.327961784283765
141,Microbial Ecosystems,148094.0,0.007472854299424325,40320.656415417805,35076.1385332256,37579.35872453471,35117.84632682189,0.2722639432753373,0.23685050395846965,0.25375341826498515,0.23713213450120796
150,Cancer Genomics,409147.0,0.020645643429487787,141539.6868372953,86209.98748179789,95807.77178403153,85589.5538968753,0.34593846914995174,0.21070663473469897,0.23416466889414203,0.20919022722120728
151,Gene Regulation,264434.0,0.013343395099153051,45753.47981268875,95465.6710618659,59329.988253377385,63884.86087206798,0.17302419436490296,0.36101889719879404,0.22436595994984526,0.2415909484864578
152,Mutation & Evolutionary Genetics,126771.00000000001,0.006396891247399093,14983.57680622938,43350.06979924299,27845.124699154774,40592.22869537286,0.11819404127307805,0.34195572961673404,0.21964901041369692,0.320201218696491
153,Organ Physiology,258585.0,0.013048253332455326,69656.36718603039,51507.419105311645,72216.96222232375,65204.25148633422,0.26937512688682785,0.19918950869273797,0.279277460882587,0.25215790353784723
200,Learning & Performance Analytics,200153.0,0.010099762357642287,38932.63070131625,22332.273204550747,36455.722094371806,102432.3739997612,0.1945143500288092,0.111576010374817,0.18213927392730464,0.5117703656690692
201,Teaching & Curriculum Design,191278.0,0.00965192799630833,16960.48114443215,40917.15264086956,33704.737585601826,99695.62862909646,0.08866927270481785,0.21391457794869018,0.17620812422548243,0.5212080251210095
202,Learning Psychology & Motivation,187424.00000000003,0.009457454348017508,20817.1299025126,29439.143676714604,45072.234037658905,92095.49238311392,0.11106971307043173,0.15707243296864115,0.2404827238649207,0.4913751300960064
203,Digital Learning Enhancement,133632.0,0.00674309874634132,16019.942616392585,16742.224908591976,30123.0127789813,70746.81969603413,0.11988103610207575,0.12528604607124025,0.2254176602833251,0.5294152575433588
210,Content Integrity & Safety,101567.0,0.0051250921214203845,14142.777729548516,18872.953105126788,18458.94693309162,50092.32223223308,0.13924579567722306,0.18581776664789534,0.1817415787912572,0.49319485888362435
211,Social Media & Public Discourse,99729.00000000001,0.005032346255940744,8683.50566495112,30160.9374012741,21160.068125000147,39724.48880877465,0.08707101911130283,0.30242895648481477,0.21217567733558088,0.39832434706830155
212,Sentiment Mining & Analysis,141137.00000000006,0.007121802620348234,36703.05164051638,16190.932300193354,15514.439707514708,72728.57635177561,0.2600526555085935,0.11471784365682526,0.10992468103696905,0.5153048197976121
213,Dialogue & Conversational AI,105742.99999999999,0.00533581395724355,14047.998460600764,29033.52215167386,18037.847031301666,44623.632356423695,0.1328503868870825,0.27456684746672466,0.17058194898292717,0.42200081666326567
220,International Politics & Law,89653.00000000001,0.004523909182723737,3220.0792641899166,19059.64462469403,28696.548414158493,38676.727696957576,0.035917139015871374,0.21259349519474,0.3200846420550176,0.43140472373437105
221,Science Policy & Knowledge Networks,50317.0,0.0025390063728721875,4332.040640743823,8517.256848041372,15645.166783045113,21822.535728169692,0.08609497070063445,0.16927195278020096,0.31093202661218106,0.43370104990698355
222,Game Theory & Decision Making,35600.999999999985,0.001796433926518328,2374.3780488030498,11092.55165390164,10992.359724262898,11141.710573032396,0.06669413917595154,0.31157977736304165,0.30876547637040824,0.3129606070905986
230,Market Forecasting & Algorithmic Trading,95995.0,0.004843927832817251,18626.49147796648,14481.570041070045,18662.130625878533,44224.807855084946,0.19403605894022063,0.15085754509161983,0.19440731940078684,0.46069907656737275
231,Digital Financial Services,65525.99999999999,0.0033064557026218364,9788.928374076899,7725.287181152174,15685.26229273852,32326.522152032398,0.1493899883111574,0.11789651712529645,0.23937463438541223,0.4933388601781339
232,Macroeconomic Financial Policy,39430.0,0.0019896460695659588,5810.704850866188,7932.174765195282,10184.498176350033,15502.622207588498,0.14736760971002252,0.2011710566876815,0.25829313153309746,0.3931682020691985
240,Risk Analytics & Decision Modeling,146887.99999999997,0.007411999286492633,18159.721253749918,25756.374515359537,43119.11976784092,59852.7844630496,0.12362971279988781,0.17534702981427716,0.29355100326671296,0.40747225411912213
241,Smart Manufacturing,207935.0,0.01049244370974379,26484.72430146618,21177.56172887573,78664.81056550155,81607.90340415653,0.12737020848566225,0.10184702781578729,0.3783144279005533,0.3924683357979971
242,Organizational Performance,130777.00000000001,0.006599034847568538,14502.421155566137,14735.563576696703,39559.944853464236,61979.07041427294,0.11089427923538646,0.11267702712783365,0.3024992533355577,0.47392944030122214
243,Enterprise Digitization,242765.0,0.01224997281456201,22679.609718653985,22789.39754910531,82805.75954410963,114490.23318813107,0.09342207368712123,0.0938743128091171,0.34109430743356595,0.47160930607019574
244,Digital Marketing & Consumer Behavior,138968.00000000003,0.0070123544254487,18127.041472398338,16163.723700892147,34583.23925623976,70093.9955704698,0.13044039974957064,0.11631255901280974,0.248857573371134,0.5043894678664856
245,Psychographic Profiling & Personalization,135673.0,0.006846088034395697,58747.139917324675,21352.130191118948,15265.775342499637,40307.95454905674,0.4330053873454901,0.15737936207734,0.11251888984911985,0.29709636072805007
250,Sustainable Development,222005.00000000003,0.011202418860613511,28715.68851986213,25390.947904073502,77248.69993377561,90649.6636422888,0.12934703506615675,0.11437106328268958,0.3479592798980906,0.40832262175306316
251,Tourism,29342.0,0.0014806034738322183,6056.376910224279,1040.2418940708415,9590.193610580453,12655.187585124426,0.20640641095440934,0.035452317295032426,0.326841851631806,0.43129942011875216
260,Artificial Cognition & Ethics,87357.99999999997,0.004408103001398503,3623.7886894488756,24833.300108133368,28612.276967709495,30288.63423470823,0.041482047316203176,0.28427047446293846,0.3275289838104066,0.3467184944104517
261,Digital Art,33762.00000000001,0.0017036376008289606,3169.2615592695447,7279.5597182926695,10745.809123408335,12567.369599029458,0.09387066996237024,0.2156139955658038,0.31828117775630393,0.37223415671552207
262,Virtual Reality,73289.0,0.003698178310738513,6148.948679306434,16463.905414352597,25678.295637676354,24997.850268664617,0.08390002154902419,0.22464360837714523,0.35037039170511747,0.3410859783687131
300,Tectonics & Geology,67045.0,0.003383104761198319,16153.496632879305,11715.795929968981,16925.84679308235,22249.860644069362,0.24093514255916632,0.17474525960129736,0.25245501965966666,0.3318645781798697
301,Topography & Earth-Observation,220320.9999999999,0.011117443867431942,93180.17622547444,22895.664250646452,44098.72194569763,60146.43757818139,0.422929163472726,0.10391957303501011,0.20015668931104003,0.2729945741812238
302,Hydrology & Marine Science,288177.99999999994,0.01454152231892921,64604.86135679193,41677.8904050337,63165.904065076684,118729.34417309763,0.22418387717588414,0.14462551063937465,0.21919058382345874,0.41200002836128247
303,Ecosystem Ecology,115830.99999999997,0.00584485655297729,8235.867643447362,27862.614831377625,35182.79460137729,44549.7229237977,0.07110244790640989,0.24054540521430043,0.30374247482433286,0.3846096720549569
304,Climate & Atmospheric Prediction,298911.9999999999,0.015083162210147088,71635.35778093479,61922.624641740076,75356.26101975262,89997.7565575724,0.239653669912666,0.20716004925108428,0.25210182602154696,0.30108445481470275
310,"Flow, Wind & Heat Modeling",125984.00000000003,0.006357179062343338,25106.027050475353,27129.05054155529,30631.25370214496,43117.66870582443,0.1992794882721246,0.21533726934813377,0.24313606253290063,0.342247179846841
311,"Material Strength, Damage & Fabrication",301618.9999999999,0.015219757997880161,67533.42495717338,40017.61898435724,70672.77207001802,123395.18398845123,0.22390308620204102,0.13267605483857867,0.23431140634382466,0.40910945261555565
312,"Polymers, Photonics & Biomaterials",532464.0,0.02686824511248716,161088.59579421295,96086.63226799294,112408.40599597499,162880.36594181915,0.3025342479382887,0.1804565797274425,0.21110987033109277,0.3058993020031761
320,Petroleum Mapping & Extraction,43790.00000000001,0.002209652583979035,14465.363897213902,6260.888855086263,4467.610573191758,18596.136674508085,0.33033486862785794,0.14297531068934144,0.10202353444146511,0.4246662862413355
321,Environmental Engineering,145273.0,0.0073305060477822865,24133.315696256766,10967.34263497075,31032.16459039832,79140.17707837417,0.16612388879046186,0.07549470744715639,0.21361274696879887,0.5447686567935829
330,Forest Ecosystems,183986.00000000006,0.009283972146973437,48225.52172434176,24488.65959241844,47245.447732889676,64026.37095035019,0.2621151703082938,0.1331006684879199,0.25678827591713316,0.34799588528665315
331,Soil & Microbiome Monitoring,127745.00000000001,0.00644603949167394,38132.43673998009,17350.981371210783,34292.54551508046,37969.03637372868,0.2985043386432352,0.13582513109092945,0.26844530521805515,0.29722522504778015
332,Crop Disease & Species Classifier,141778.99999999997,0.007154198074993457,40508.87671624615,6892.60058260311,18382.86889349257,75994.65380765813,0.285718454187476,0.048615102254939806,0.1296586158281027,0.5360078277294814
333,Livestock & Veterinary Science,81423.0,0.004108621656664192,14645.924528766847,9008.078353156821,23883.881303211343,33885.115814864985,0.17987453826028085,0.11063309326795649,0.2933308930303642,0.4161614754413984
334,Digital Agriculture & Yield Optimization,154511.0,0.007796657465247422,28600.53195722961,17410.67532231044,35696.22110366808,72803.57161679187,0.18510353280497577,0.11268243246312844,0.23102705376101432,0.4711869809708815
340,Astrophysics,123156.99999999997,0.00621452804944293,7314.245473469581,38098.488349775325,44192.44450469153,33551.82167206354,0.05938960411076579,0.30934894768283844,0.3588301477357482,0.2724313004706476
341,Computational Quantum Systems,143383.00000000006,0.007235136251396805,12785.787303947054,49125.83631475448,41435.609250022935,40035.767131275585,0.0891722680090879,0.3426196711936175,0.28898550909119575,0.27922255170609883
342,Experimental Particle & Nuclear Physics,56162.00000000004,0.0028339462987310034,3928.596927491785,15444.53155776304,22763.084629827234,14025.78688491798,0.06995115785569928,0.27499967162428385,0.4053111468577903,0.2497380236622266
350,Neuromorphic Computing,126700.99999999996,0.006393359032718145,51850.11571945357,19682.21373862118,16116.536879714673,39052.13366221053,0.40923209540140637,0.15534379159297232,0.12720133921369745,0.30822277379192387
351,Circuit Architecture for Neural Systems,92871.99999999996,0.004686340597837424,20679.09686595718,30299.538820307178,16937.707795151644,24955.656518583957,0.22266234027432585,0.3262505256730467,0.1823769036432041,0.2687102304094234
360,Construction Technology,64213.000000000015,0.003240201447249276,10218.312081889624,5400.9191449141,20580.292835794644,28013.475937401643,0.15913151670050646,0.08410943492616914,0.3205004101318213,0.43625863824150307
361,Mobility & City Planning,128869.99999999997,0.006502807227617678,22253.18925156122,21133.80946559327,34915.30998089417,50567.691301951316,0.17267936099605202,0.16399324486376404,0.27093435229994706,0.3923930418402369
400,Cybersecurity,462739.00000000006,0.023349906989218423,94454.14758239007,71437.57246657943,68326.3754898375,228520.90446119307,0.20411970372583693,0.15437983931888044,0.14765640131875096,0.4938440556365317
401,Blockchain & Cryptography,273904.99999999994,0.013821303745484754,69372.47979449427,36898.690368901924,41235.61403249454,126398.2158041092,0.25327204612728604,0.134713460392844,0.15054713872508552,0.46146735475478445
402,Hardware - Software Interaction,250830.00000000006,0.012656934406016474,37681.074706347375,80375.30691900373,46351.336052952734,86422.28232169623,0.1502255499993915,0.3204373755890592,0.1847918353185533,0.34454523909299606
410,Wireless Communications,220971.00000000006,0.011150243003754999,83070.80613977589,24083.945073684554,37523.825448284675,76292.42333825494,0.3759353315130758,0.10899142907297585,0.16981334857644065,0.34525989083750774
411,Edge Computing,312430.0000000003,0.015765283325247098,124047.34858353667,32561.9136889489,47893.78572644219,107926.95200107252,0.3970404525286834,0.10422146941378506,0.153294452281926,0.3454436257756055
412,Cloud & Distributed Systems,55412.00000000001,0.0027961011414351744,10324.444404640031,9757.29457081182,11882.070813520417,23448.190211027737,0.186321453920451,0.17608630929783836,0.21443136529128015,0.42316087149043047
413,IoT Devices & Sensors,83349.99999999999,0.004205858480809603,13083.722612844667,6499.464991595946,16180.068862486225,47586.743533073146,0.15697327669879627,0.07797798430229091,0.19412200194944484,0.570926737049468
420,Structural Health Monitoring,53475.0,0.0026983597151924842,23975.982202665757,4348.246054355,8737.417915417915,16413.353827561332,0.4483587134673353,0.08131362420486207,0.1633925743883668,0.30693508793943586
421,Anomaly Detection,51310.99999999999,0.0025891638213415905,18010.010252635246,6329.621569252007,8432.880310245311,18538.48786786743,0.35099706208484044,0.12335798501787157,0.16434839138284799,0.36129656151444
422,Fault Detection,123139.0,0.006213619765667832,71370.4431810106,6522.166169941167,11891.00624529177,33355.384403756456,0.5795925188690066,0.05296588546229194,0.09656572040776497,0.2708758752609365
430,NEV & Battery Health,74794.0,0.0037741209263788063,23136.742557031845,5441.53707470604,18176.323755668844,28039.39661259327,0.3093395534004311,0.07275365770925528,0.24301847415125336,0.37488831473906026
431,Power Asset Monitoring,26655.0,0.001345016890293701,10051.930354449472,1824.5480158730156,3339.8206003218147,11438.701029355698,0.37711237495589844,0.06845049768797658,0.1252980904266297,0.42913903692949534
432,Smart Grid Analytics & Optimization,262485.00000000006,0.01324504815039363,49565.85784613318,23784.10163491482,56448.41371280091,132686.62680615115,0.18883310606752068,0.09061127925372808,0.21505386484104194,0.5055017498377092
433,Energy System Modeling,233931.00000000006,0.011804207321826894,67729.5192830681,26009.01618752303,41315.828904808506,98876.63562460043,0.2895277636699201,0.11118242638864889,0.1766154503029034,0.4226743596385276
434,Renewables & Grid Optimization,122507.99999999999,0.006181779373329609,39204.14574790088,9391.611863399754,21318.378506483106,52593.86388221625,0.3200129440354988,0.07666121284650598,0.17401621532049424,0.429309627797501
440,Autonomous Driving,153439.0,0.007742564120419254,43982.51707146743,18735.748745372275,32293.09551634693,58427.638666813364,0.2866449668693581,0.12210551910122117,0.2104621088272664,0.38078740520215437
441,Traffic Modeling,138809.00000000003,0.007004331252101984,55967.42358292835,21642.624833264468,22207.310931633725,38991.64065217349,0.40319736892368896,0.1559165820174806,0.1599846618852792,0.2809013871735513
442,Networked Routing,101446.99999999997,0.0051190368962530505,38418.05174855067,12250.602769676942,16763.141828302178,34015.20365347018,0.37870071809467687,0.12075865003082344,0.16524038984200798,0.3353002420324917
450,Autonomous Navigation & Path Planning,101345.99999999999,0.0051139404150705465,44837.249361749346,11248.28882367632,15446.138161297797,29814.32365327653,0.44241755334941046,0.11098897661157146,0.152409943769836,0.29418352626918215
451,Embodied Robotics,91008.00000000003,0.004592282766904866,16461.824689184716,24169.94313561922,23722.417208352228,26653.814966843864,0.1808832705826379,0.2655804229915965,0.26066298796097287,0.2928733184647927
452,Task Scheduling & Decision Making,108026.0,0.0054510146160520485,23492.361432638572,32201.41077377122,20625.60414449774,31706.623649092464,0.2174695113457739,0.2980894485935906,0.19093185107749747,0.293509188983138
453,Control Systems & Fuzzy Logic,178455.00000000015,0.009004876726969148,93325.937059722,10848.78998864272,20390.869751463135,53889.403200172295,0.5229662215108678,0.06079286088169405,0.11426337032564578,0.3019775472817923
